what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1288740436218
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1288740436578
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288740579390
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288740579406
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288740579640
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288740579656
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288740579781
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288740615000
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1288740621093
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1288740638843
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1288740690656
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1288740723718
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1288740736625
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288740748312
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288740750890
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1288740766031
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1288740767218
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1288740775046
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1288740781125
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1288740787765
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1288740795671
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1288740796359
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288740797125
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288740797125
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288740797234
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288740808703
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1288740814125
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1288740825953
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1288740895859
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1288740897843
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288740909640
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288741199484
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1288741203390
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1288741203484
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1288741203578
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.LogCatView",1288741206250
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288741240640
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288741251718
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288741254406
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288741254406
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288741254515
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288741258234
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288741274234
