what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1288300081265
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288300085890
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288300123515
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288300124812
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288300265796
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1288300265921
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288300275890
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288300276046
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288300286671
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288300303515
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288300329359
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288300337812
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288300341500
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288300929968
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288300931296
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288366416109
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288366417437
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288366418765
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1288366419062
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1288366419437
stopped,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1288366419437
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1288366419437
stopped,bundle,com.android.ide.eclipse.adt,0.9.8.v201008281755-53891,"com.android.ide.eclipse.adt",1288366419437
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1288366419437
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1288366419437
stopped,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1288366419437
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090930-2100_R35x,"org.eclipse.jdt.apt.ui",1288366419453
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1288366419453
stopped,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1288366419453
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1288366419453
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui",1288366419468
stopped,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1288366419468
stopped,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1288366419468
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1288373316828
started,bundle,org.eclipse.osgi,3.5.2.R35x_v20100126,"org.eclipse.osgi",1288373316828
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.101.R35x_v20090807-1100,"org.eclipse.equinox.simpleconfigurator",1288373316828
started,bundle,com.ibm.icu,4.0.1.v20090822,"com.ibm.icu",1288373316843
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1288373316843
started,bundle,org.eclipse.core.contenttype,3.4.1.R35x_v20090826-0451,"org.eclipse.core.contenttype",1288373316843
started,bundle,org.eclipse.core.databinding.observable,1.2.0.M20090902-0800,"org.eclipse.core.databinding.observable",1288373316859
